customer_id,region,plan_type,contract_type,payment_method,device_type,support_channel,issue_type,tenure_months,monthly_charges_usd,total_charges_usd,avg_monthly_data_gb,num_support_contacts,first_call_resolution,nps_score,csat_score,csat_verbatim_text,sentiment_label,sentiment_score,churn_risk_score,churned,revenue_per_tenure_month,support_intensity_index,loyalty_tier,weighted_sentiment_index,interaction_date
CUST00435,Northeast,Basic,1-Year,Mail,Business Line,Email,Plan Change,58,228.05,13309.83,57.55,4,True,29,4,Seamless experience overall,Positive,0.8669,52.2,0,229.48,0.0678,Gold,0.7758,2022-11-02
CUST00436,Midwest,Basic,2-Year,Mail,Home Internet,Phone,Device Problem,44,149.01,6829.29,106.92,8,True,-58,1,Billing overcharge not fixed,Negative,0.1683,100,1,155.21,0.1778,Gold,0.3235,2022-09-11
CUST00437,Southwest,Basic,Month-to-Month,Auto-Pay,Business Line,App,Network Outage,61,140.57,7320.56,79.33,5,True,-30,2,Will consider switching providers,Negative,0.1333,100,1,120.01,0.0806,Platinum,0.4725,2024-12-28
CUST00438,Southwest,Premium,1-Year,Auto-Pay,Home Internet,Chat,Speed Issue,56,69.7,3336.5,63.82,12,True,-77,1,No accountability at all,Negative,0.0504,100,1,59.58,0.2105,Gold,0.2903,2022-10-22
CUST00439,Southeast,Premium,Month-to-Month,Manual-Online,Hotspot,In-Store,Contract Issue,22,42.95,984.8,22.59,1,True,-1,1,Worst customer service experience,Negative,0.2679,100,1,44.76,0.0435,Silver,0.4233,2023-06-13
CUST00440,West,Basic,Month-to-Month,Manual-Online,Tablet,App,Plan Change,31,138.45,4294.0,46.82,3,True,-85,3,Got what I needed but took a while,Neutral,0.3196,100,1,138.52,0.0938,Silver,0.4763,2022-03-01
CUST00441,West,Standard,Month-to-Month,In-Store,Business Line,App,Contract Issue,13,84.18,1051.6,94.44,9,False,14,1,No accountability at all,Negative,0.061,100,1,80.89,0.6429,Silver,0.3995,2022-10-19
CUST00442,Midwest,Standard,Month-to-Month,Mail,Business Line,In-Store,Billing Dispute,1,208.77,217.58,74.87,5,True,-85,4,Outstanding customer care,Positive,0.9358,77.0,0,217.58,2.5,Bronze,0.5763,2024-02-18
CUST00443,Midwest,Standard,2-Year,In-Store,Smartphone,Phone,Contract Issue,69,153.87,9662.85,48.04,3,True,85,5,Outstanding customer care,Positive,0.9513,9.0,0,140.04,0.0429,Platinum,0.9738,2023-03-08
CUST00444,Southwest,Premium,2-Year,In-Store,Hotspot,In-Store,Speed Issue,32,175.69,5140.42,26.06,10,True,77,2,Very disappointed with service,Negative,0.1826,100,1,160.64,0.303,Silver,0.6597,2022-01-09
CUST00445,Northeast,Standard,1-Year,Mail,Home Internet,App,Billing Dispute,84,173.27,13939.45,107.22,14,True,-10,4,Highly satisfied with resolution,Positive,0.7547,80.0,1,165.95,0.1647,Platinum,0.7075,2022-01-18
CUST00446,Northeast,Enterprise,1-Year,Manual-Online,Home Internet,Chat,Network Outage,3,196.84,582.32,85.39,6,True,57,3,Expected better response time,Neutral,0.3703,80.6,1,194.11,1.5,Bronze,0.7248,2024-10-08
CUST00447,Midwest,Basic,1-Year,Mail,Business Line,Phone,Billing Dispute,26,246.53,6266.76,14.2,8,False,-57,5,Problem resolved quickly,Positive,0.8639,47.4,0,241.03,0.2963,Silver,0.6753,2022-12-26
CUST00448,Northeast,Standard,2-Year,Auto-Pay,Tablet,Email,Plan Change,30,223.81,6685.96,33.65,0,True,74,5,Seamless experience overall,Positive,0.6008,5.2,0,222.87,0.0,Silver,0.9545,2024-05-24
CUST00449,Northeast,Premium,1-Year,Mail,Hotspot,Chat,Contract Issue,67,132.64,8196.32,91.32,7,True,-29,4,Highly satisfied with resolution,Positive,0.6021,69.8,1,122.33,0.1029,Platinum,0.6743,2023-02-03
CUST00450,Midwest,Basic,2-Year,Auto-Pay,Tablet,In-Store,Billing Dispute,32,73.3,2148.21,8.48,3,True,22,4,Very happy with service,Positive,0.837,51.6,0,67.13,0.0909,Silver,0.7635,2023-11-16
CUST00451,Midwest,Standard,Month-to-Month,Mail,Tablet,Email,No Issue,7,210.75,1407.29,29.17,2,False,95,1,Will consider switching providers,Negative,0.0374,100,1,201.04,0.25,Bronze,0.5413,2022-05-05
CUST00452,Northeast,Enterprise,1-Year,Auto-Pay,Tablet,Chat,No Issue,57,42.04,2329.54,52.39,3,True,43,1,Worst customer service experience,Negative,0.1205,100,1,40.87,0.0517,Gold,0.5002,2024-04-21
CUST00453,Southeast,Basic,1-Year,Mail,Home Internet,In-Store,Plan Change,80,52.27,4098.74,81.42,0,False,32,3,Issue eventually resolved,Neutral,0.3308,73.6,1,51.23,0.0,Platinum,0.631,2022-05-19
CUST00454,Southwest,Standard,2-Year,Manual-Online,Business Line,Email,Speed Issue,54,135.9,7149.05,23.12,4,True,-85,2,Worst customer service experience,Negative,0.1539,100,1,132.39,0.0727,Gold,0.3762,2024-01-03
CUST00455,Midwest,Standard,Month-to-Month,Mail,Hotspot,App,Speed Issue,38,111.13,3596.32,70.79,4,True,-40,5,Great network coverage,Positive,0.9435,36.0,0,94.64,0.1026,Gold,0.755,2024-05-14
CUST00456,Midwest,Standard,Month-to-Month,Manual-Online,Smartphone,Email,Network Outage,61,182.84,11670.58,72.37,10,True,57,3,Average experience,Neutral,0.3315,88.6,1,191.32,0.1613,Platinum,0.7248,2022-03-28
CUST00457,West,Standard,Month-to-Month,Manual-Online,Tablet,In-Store,Plan Change,28,82.57,2304.83,114.36,10,False,-48,4,Very happy with service,Positive,0.7451,79.6,0,82.32,0.3448,Silver,0.591,2022-06-01
CUST00458,Midwest,Basic,2-Year,Auto-Pay,Tablet,Email,Device Problem,25,168.88,4359.39,43.83,0,True,-50,3,Decent support,Neutral,0.5157,90.0,1,174.38,0.0,Silver,0.5375,2023-11-27
CUST00459,Southwest,Standard,Month-to-Month,Manual-Online,Smartphone,Phone,No Issue,34,230.33,6689.42,81.62,12,True,-14,2,Agent was unhelpful,Negative,0.1109,100,1,196.75,0.3429,Silver,0.5005,2024-02-02
CUST00460,Southeast,Enterprise,2-Year,Auto-Pay,Smartphone,Phone,Network Outage,25,72.16,1669.85,45.54,13,True,-89,5,Very professional support team,Positive,0.6756,63.8,0,66.79,0.5,Silver,0.6693,2023-08-26
CUST00461,Southeast,Premium,Month-to-Month,Auto-Pay,Hotspot,Phone,No Issue,66,243.03,16475.74,25.9,2,False,69,5,Excellent support experience,Positive,0.667,10.2,0,249.63,0.0299,Platinum,0.8958,2024-03-05
CUST00462,Southwest,Premium,1-Year,Mail,Tablet,Email,Contract Issue,48,145.59,6615.56,114.73,15,True,48,4,Very professional support team,Positive,0.8599,70.4,1,137.82,0.3061,Gold,0.809,2023-03-01
CUST00463,Southeast,Standard,1-Year,Manual-Online,Home Internet,Phone,Speed Issue,55,225.51,11959.94,112.32,11,True,40,1,Issue still not resolved,Negative,0.0885,100,1,217.45,0.1964,Gold,0.495,2024-11-28
CUST00464,Midwest,Standard,2-Year,Auto-Pay,Home Internet,App,Plan Change,44,123.73,5136.58,49.67,15,True,-31,4,Seamless experience overall,Positive,0.6935,86.2,1,116.74,0.3333,Gold,0.6707,2022-06-05
CUST00465,Midwest,Basic,1-Year,Auto-Pay,Hotspot,Phone,Billing Dispute,16,45.69,626.98,24.84,6,True,-36,3,Decent support,Neutral,0.3572,99.2,1,39.19,0.3529,Silver,0.562,2022-10-10
CUST00466,Southwest,Premium,Month-to-Month,In-Store,Hotspot,Email,No Issue,52,238.07,12557.56,91.18,0,False,67,5,Agent was very helpful,Positive,0.9462,6.6,0,241.49,0.0,Gold,0.8922,2023-04-12
CUST00467,Southeast,Standard,1-Year,Manual-Online,Business Line,App,No Issue,71,196.67,13886.8,55.91,2,True,-52,4,Agent went above and beyond,Positive,0.6838,64.4,0,195.59,0.0278,Platinum,0.634,2024-07-10
CUST00468,Southwest,Basic,1-Year,Manual-Online,Business Line,Phone,Speed Issue,2,139.95,274.8,43.2,7,False,8,4,Great network coverage,Positive,0.7199,62.4,0,137.4,2.3333,Bronze,0.689,2022-02-17
CUST00469,Southwest,Basic,Month-to-Month,Manual-Online,Hotspot,App,Contract Issue,78,231.02,17384.83,47.52,12,True,0,1,Agent was unhelpful,Negative,0.1424,100,1,222.88,0.1519,Platinum,0.425,2023-11-05
CUST00470,Southwest,Enterprise,2-Year,In-Store,Smartphone,Phone,Billing Dispute,71,69.07,4978.98,72.8,0,True,-50,1,Worst customer service experience,Negative,0.0851,100,1,70.13,0.0,Platinum,0.3375,2023-04-23
CUST00471,Midwest,Basic,1-Year,Auto-Pay,Hotspot,App,Billing Dispute,22,101.88,2313.0,47.54,3,True,37,4,Seamless experience overall,Positive,0.8973,48.6,0,105.14,0.1304,Silver,0.7898,2024-03-07
CUST00472,Southeast,Standard,Month-to-Month,In-Store,Home Internet,In-Store,Network Outage,78,156.51,11134.26,25.15,14,True,-49,1,Problem kept recurring,Negative,0.0192,100,1,142.75,0.1772,Platinum,0.3392,2024-03-28
CUST00473,Southwest,Standard,2-Year,In-Store,Business Line,In-Store,Device Problem,60,156.74,9380.5,35.26,14,True,79,3,Average experience,Neutral,0.4245,92.2,1,156.34,0.2295,Platinum,0.7632,2023-01-03
CUST00474,Southwest,Enterprise,1-Year,Mail,Tablet,App,Billing Dispute,51,183.69,8044.77,106.38,5,True,60,5,Outstanding customer care,Positive,0.8667,18.0,0,157.74,0.0962,Gold,0.93,2022-05-17
CUST00475,Southeast,Enterprise,1-Year,Auto-Pay,Hotspot,Chat,No Issue,14,140.96,1985.09,49.8,5,True,-47,5,Very happy with service,Positive,0.7849,39.4,0,141.79,0.3333,Silver,0.7428,2022-05-30
CUST00476,West,Enterprise,1-Year,Mail,Tablet,In-Store,Billing Dispute,2,85.12,168.85,17.24,14,False,18,1,Agent was unhelpful,Negative,0.2141,100,1,84.42,4.6667,Bronze,0.4065,2024-06-15
CUST00477,Southeast,Enterprise,1-Year,Manual-Online,Tablet,Chat,Plan Change,13,68.98,784.5,89.23,5,True,71,1,Poor network reliability,Negative,0.1322,100,1,60.35,0.3571,Silver,0.5493,2022-12-31
CUST00478,Southeast,Basic,2-Year,Manual-Online,Home Internet,Chat,No Issue,82,208.52,16725.93,86.25,3,False,76,3,Waited longer than expected,Neutral,0.3014,70.8,1,203.97,0.0361,Platinum,0.708,2024-02-12
CUST00479,Southeast,Standard,1-Year,Manual-Online,Tablet,Chat,Billing Dispute,54,36.14,1664.51,98.64,2,True,-76,2,Very disappointed with service,Negative,0.1247,100,1,30.82,0.0364,Gold,0.392,2022-08-09
CUST00480,Midwest,Premium,2-Year,Manual-Online,Business Line,Phone,Plan Change,51,236.55,10545.92,26.44,11,True,-56,1,Terrible wait times,Negative,0.0036,100,1,206.78,0.2115,Gold,0.327,2023-03-12
CUST00481,West,Standard,Month-to-Month,In-Store,Business Line,Email,Billing Dispute,9,224.79,1885.98,92.34,15,True,82,5,Very professional support team,Positive,0.6686,33.6,0,209.55,1.5,Bronze,0.9685,2022-07-14
CUST00482,Southwest,Premium,2-Year,Mail,Tablet,Email,Network Outage,82,197.57,15998.64,117.38,15,True,-15,1,Will consider switching providers,Negative,0.1347,100,1,195.11,0.1807,Platinum,0.3987,2024-11-12
CUST00483,Southeast,Basic,Month-to-Month,Auto-Pay,Business Line,Chat,Speed Issue,31,192.33,5970.87,74.75,1,True,-5,4,Outstanding customer care,Positive,0.6808,53.0,0,192.61,0.0312,Silver,0.7163,2024-02-09
CUST00484,Southeast,Basic,Month-to-Month,Mail,Hotspot,Phone,Speed Issue,41,171.58,7049.54,62.98,13,True,92,1,Terrible wait times,Negative,0.1028,100,1,171.94,0.3095,Gold,0.586,2023-02-26
CUST00485,Southwest,Basic,2-Year,Manual-Online,Tablet,App,No Issue,49,144.71,6287.47,75.94,2,False,-83,2,Poor network reliability,Negative,0.2815,100,1,128.32,0.04,Gold,0.3297,2022-09-15
CUST00486,Northeast,Standard,2-Year,Manual-Online,Tablet,App,Billing Dispute,55,189.49,9507.87,86.88,7,False,-55,5,Problem resolved quickly,Positive,0.7212,45.0,0,172.87,0.125,Gold,0.6787,2024-07-07
CUST00487,Southeast,Premium,1-Year,Auto-Pay,Hotspot,In-Store,Device Problem,22,133.55,2745.77,73.52,13,True,23,1,Worst customer service experience,Negative,0.2562,100,1,124.81,0.5652,Silver,0.4652,2023-09-07
CUST00488,Southwest,Standard,2-Year,Manual-Online,Hotspot,In-Store,Device Problem,40,129.78,4802.01,73.12,2,True,-66,4,Problem resolved quickly,Positive,0.6017,67.2,0,120.05,0.0488,Gold,0.6095,2024-10-22
CUST00489,Midwest,Enterprise,1-Year,Mail,Home Internet,Email,Device Problem,63,97.71,6448.15,9.48,1,True,-2,5,Agent was very helpful,Positive,0.6777,22.4,0,102.35,0.0156,Platinum,0.8215,2024-06-12
CUST00490,Midwest,Premium,2-Year,Mail,Hotspot,Chat,Contract Issue,50,233.82,11657.48,29.84,1,True,61,1,Poor network reliability,Negative,0.0784,100,1,233.15,0.0196,Gold,0.5317,2024-07-21
CUST00491,Southeast,Premium,Month-to-Month,Manual-Online,Smartphone,Chat,No Issue,12,171.76,2129.91,48.32,2,True,8,2,Billing overcharge not fixed,Negative,0.2076,100,1,177.49,0.1538,Silver,0.539,2024-10-22
CUST00492,Southwest,Enterprise,2-Year,In-Store,Home Internet,Chat,Billing Dispute,82,155.96,12910.3,97.89,8,True,91,4,Outstanding customer care,Positive,0.6026,47.8,0,157.44,0.0964,Platinum,0.8842,2022-12-11
CUST00493,West,Basic,Month-to-Month,Auto-Pay,Home Internet,App,Device Problem,84,93.42,7346.54,21.99,5,True,-50,4,Excellent support experience,Positive,0.7803,70.0,0,87.46,0.0588,Platinum,0.6375,2023-03-12
CUST00494,Southeast,Standard,Month-to-Month,Manual-Online,Tablet,Email,No Issue,53,126.95,6947.66,13.99,5,True,-25,1,Billing overcharge not fixed,Negative,0.0193,100,1,131.09,0.0926,Gold,0.3812,2022-03-02
CUST00495,Southwest,Standard,1-Year,Mail,Smartphone,Chat,Billing Dispute,35,195.39,5822.74,70.31,1,True,-46,5,Very happy with service,Positive,0.7503,31.2,0,166.36,0.0278,Silver,0.7445,2024-12-01
CUST00496,Midwest,Enterprise,1-Year,In-Store,Business Line,In-Store,Speed Issue,48,180.0,7936.84,38.51,7,True,70,4,Agent went above and beyond,Positive,0.8443,50.0,0,165.35,0.1429,Gold,0.8475,2023-12-31
CUST00497,Midwest,Basic,Month-to-Month,Mail,Home Internet,Phone,Billing Dispute,78,57.03,4253.17,114.18,7,True,15,5,Seamless experience overall,Positive,0.806,31.0,0,54.53,0.0886,Platinum,0.8513,2023-01-20
CUST00498,Northeast,Premium,Month-to-Month,In-Store,Smartphone,Email,Contract Issue,57,81.37,4391.84,88.97,2,True,9,4,Excellent support experience,Positive,0.8937,52.2,0,77.05,0.0345,Gold,0.7408,2023-08-25
CUST00499,Southwest,Standard,2-Year,Manual-Online,Business Line,App,No Issue,65,36.97,2281.9,11.36,14,True,14,1,No accountability at all,Negative,0.0723,100,1,35.11,0.2121,Platinum,0.4495,2023-03-10
CUST00500,Southeast,Basic,Month-to-Month,Mail,Smartphone,Phone,Speed Issue,50,198.58,8877.27,31.66,15,True,70,2,Problem kept recurring,Negative,0.0271,100,1,177.55,0.2941,Gold,0.6475,2023-11-13
CUST00501,Southeast,Basic,2-Year,In-Store,Home Internet,In-Store,Contract Issue,83,202.71,17552.6,53.0,7,True,-34,1,Issue still not resolved,Negative,0.0267,100,1,211.48,0.0833,Platinum,0.3655,2023-01-21
CUST00502,Northeast,Premium,Month-to-Month,In-Store,Home Internet,App,Contract Issue,1,98.37,95.22,23.59,12,False,-19,3,Average experience,Neutral,0.4559,100,1,95.22,6.0,Bronze,0.5417,2023-03-31
CUST00503,Northeast,Enterprise,Month-to-Month,Mail,Hotspot,Phone,No Issue,38,214.18,7731.63,55.24,9,True,91,1,Billing overcharge not fixed,Negative,0.1507,100,1,203.46,0.2308,Gold,0.5842,2022-09-10
CUST00504,Midwest,Enterprise,2-Year,Manual-Online,Home Internet,Email,Contract Issue,49,42.93,2128.9,19.17,6,True,79,1,Poor network reliability,Negative,0.257,100,1,43.45,0.12,Gold,0.5633,2024-03-13
CUST00505,Midwest,Standard,Month-to-Month,Mail,Hotspot,In-Store,Contract Issue,61,247.86,15142.79,47.54,9,True,78,2,No accountability at all,Negative,0.1181,100,1,248.24,0.1452,Platinum,0.6615,2022-09-26
CUST00506,Midwest,Basic,2-Year,In-Store,Home Internet,Phone,Plan Change,18,127.2,2167.08,107.77,6,True,91,2,Very disappointed with service,Negative,0.1087,100,1,120.39,0.3158,Silver,0.6843,2022-07-28
CUST00507,Southeast,Enterprise,1-Year,Manual-Online,Smartphone,Chat,Speed Issue,61,69.51,3648.59,117.65,10,False,-62,4,Excellent support experience,Positive,0.6963,82.4,1,59.81,0.1613,Platinum,0.5665,2024-09-27
CUST00508,Midwest,Standard,2-Year,Mail,Smartphone,In-Store,No Issue,84,114.05,9354.75,53.97,0,True,-71,1,No accountability at all,Negative,0.0675,100,1,111.37,0.0,Platinum,0.3008,2024-09-09
CUST00509,Midwest,Basic,2-Year,Manual-Online,Home Internet,In-Store,Contract Issue,56,95.63,4686.12,39.7,5,False,79,1,No accountability at all,Negative,0.235,100,1,83.68,0.0877,Gold,0.5132,2024-12-21
CUST00510,West,Basic,2-Year,Auto-Pay,Tablet,Chat,Network Outage,77,182.94,11988.42,54.22,10,True,-90,2,Poor network reliability,Negative,0.0263,100,1,155.69,0.1282,Platinum,0.3675,2023-06-10
CUST00511,Northeast,Basic,Month-to-Month,In-Store,Hotspot,App,Network Outage,55,244.95,13224.79,30.55,1,True,68,5,Seamless experience overall,Positive,0.6559,8.4,0,240.45,0.0179,Gold,0.944,2024-10-01
CUST00512,Midwest,Premium,2-Year,Manual-Online,Smartphone,Chat,Network Outage,5,71.37,324.71,100.08,4,True,51,3,Waited longer than expected,Neutral,0.4266,77.8,0,64.94,0.6667,Bronze,0.7143,2023-06-07
CUST00513,Midwest,Enterprise,2-Year,Manual-Online,Home Internet,In-Store,Billing Dispute,33,178.83,6125.88,18.05,6,True,61,3,Expected better response time,Neutral,0.5143,79.8,1,185.63,0.1765,Silver,0.7318,2024-11-13
CUST00514,Southwest,Standard,1-Year,Manual-Online,Hotspot,In-Store,Device Problem,4,242.07,870.97,33.14,3,False,-84,3,Nothing exceptional,Neutral,0.5728,100,1,217.74,0.6,Bronze,0.428,2023-07-14
CUST00515,Southeast,Standard,1-Year,Auto-Pay,Smartphone,In-Store,Network Outage,49,239.38,11806.41,15.7,9,False,-76,5,Highly satisfied with resolution,Positive,0.8802,53.2,0,240.95,0.18,Gold,0.642,2023-08-01
CUST00516,Southwest,Premium,2-Year,Auto-Pay,Smartphone,Phone,Speed Issue,50,69.74,3526.11,81.66,12,False,51,2,No accountability at all,Negative,0.214,100,1,70.52,0.2353,Gold,0.5642,2022-09-16
CUST00517,Southeast,Enterprise,2-Year,In-Store,Smartphone,Email,Contract Issue,32,179.2,5353.92,55.48,14,True,19,5,Outstanding customer care,Positive,0.7103,44.2,0,167.31,0.4242,Silver,0.8582,2024-05-26
CUST00518,Southwest,Standard,1-Year,Auto-Pay,Hotspot,In-Store,No Issue,41,215.94,8649.34,10.13,7,True,-58,5,Very happy with service,Positive,0.6338,45.6,0,210.96,0.1667,Gold,0.7235,2023-08-09
CUST00519,Southwest,Enterprise,Month-to-Month,Mail,Business Line,Phone,Device Problem,64,143.29,9625.34,106.68,3,False,-97,5,Problem resolved quickly,Positive,0.9644,45.4,0,150.4,0.0462,Platinum,0.6053,2022-01-15
CUST00520,West,Premium,Month-to-Month,Auto-Pay,Business Line,In-Store,Network Outage,68,228.83,13770.41,44.68,4,True,-87,4,Agent was very helpful,Positive,0.7493,75.4,1,202.51,0.058,Platinum,0.5728,2022-08-20
CUST00521,Midwest,Standard,2-Year,Auto-Pay,Hotspot,Email,Device Problem,38,88.24,2851.65,76.11,12,True,-22,5,Very happy with service,Positive,0.9742,48.4,0,75.04,0.3077,Gold,0.7865,2024-09-26
CUST00522,Northeast,Premium,Month-to-Month,Mail,Hotspot,Email,Speed Issue,14,31.12,447.9,23.15,11,True,-75,4,Excellent support experience,Positive,0.8116,87.0,1,31.99,0.7333,Silver,0.5938,2022-11-11
CUST00523,West,Basic,1-Year,Auto-Pay,Tablet,Email,Network Outage,61,116.97,6491.98,51.97,5,True,-73,4,Seamless experience overall,Positive,0.6647,74.6,1,106.43,0.0806,Platinum,0.5973,2023-12-26
CUST00524,West,Basic,1-Year,Manual-Online,Smartphone,Phone,Speed Issue,6,59.4,332.95,40.41,1,True,70,2,Billing overcharge not fixed,Negative,0.0356,98.0,1,55.49,0.1429,Bronze,0.6475,2024-09-28
CUST00525,Southwest,Enterprise,2-Year,Manual-Online,Hotspot,In-Store,Plan Change,50,58.9,3067.32,95.33,4,True,-12,5,Very happy with service,Positive,0.907,30.4,0,61.35,0.0784,Gold,0.804,2023-04-30
CUST00526,Northeast,Premium,1-Year,Auto-Pay,Home Internet,In-Store,Speed Issue,37,136.89,5075.97,30.48,4,True,-37,3,Decent support,Neutral,0.5983,95.4,1,137.19,0.1053,Gold,0.5603,2023-05-22
CUST00527,West,Standard,1-Year,Auto-Pay,Business Line,App,Network Outage,25,248.35,6011.56,76.5,7,True,-67,4,Problem resolved quickly,Positive,0.9716,77.4,0,240.46,0.2692,Silver,0.6078,2024-05-23
CUST00528,Northeast,Standard,Month-to-Month,Auto-Pay,Home Internet,In-Store,Plan Change,40,184.02,7699.58,27.39,13,False,-85,5,Agent went above and beyond,Positive,0.8575,63.0,0,192.49,0.3171,Gold,0.6262,2023-09-16
CUST00529,Northeast,Premium,1-Year,In-Store,Hotspot,In-Store,Network Outage,41,226.91,8245.99,1.06,10,True,-27,4,Very professional support team,Positive,0.6403,75.4,0,201.12,0.2381,Gold,0.6778,2023-01-14
CUST00530,Midwest,Enterprise,1-Year,In-Store,Hotspot,Chat,Billing Dispute,2,180.24,361.96,16.51,11,True,90,5,Great network coverage,Positive,0.8419,24.0,0,180.98,3.6667,Bronze,0.9825,2023-05-03
CUST00531,Midwest,Standard,2-Year,Mail,Smartphone,Chat,Network Outage,81,193.36,13689.84,70.8,6,True,80,4,Excellent support experience,Positive,0.63,46.0,0,169.01,0.0732,Platinum,0.865,2023-12-04
CUST00532,Midwest,Enterprise,Month-to-Month,Manual-Online,Smartphone,Phone,Network Outage,54,151.1,7347.58,105.37,11,True,14,1,Issue still not resolved,Negative,0.1448,100,1,136.07,0.2,Gold,0.4495,2024-12-08
CUST00533,Southwest,Basic,Month-to-Month,In-Store,Tablet,Email,Billing Dispute,73,43.36,3306.12,23.63,12,False,75,5,Great network coverage,Positive,0.9886,29.0,0,45.29,0.1622,Platinum,0.9062,2022-12-05
CUST00534,West,Enterprise,2-Year,Mail,Home Internet,App,Speed Issue,27,70.48,1678.41,26.92,0,False,28,5,Outstanding customer care,Positive,0.7214,14.4,0,62.16,0.0,Silver,0.824,2023-03-28
CUST00535,Midwest,Premium,2-Year,Auto-Pay,Tablet,Phone,Billing Dispute,69,82.4,4877.21,18.63,8,True,-31,1,Agent was unhelpful,Negative,0.2969,100,1,70.68,0.1143,Platinum,0.3707,2023-03-07
CUST00536,Southwest,Basic,Month-to-Month,In-Store,Business Line,Email,Speed Issue,11,238.2,2690.41,32.42,4,False,56,3,Service was okay,Neutral,0.4878,76.8,1,244.58,0.3333,Bronze,0.673,2022-01-22
CUST00537,Midwest,Standard,2-Year,In-Store,Tablet,Email,Billing Dispute,69,174.6,12331.68,112.74,3,False,67,3,Waited longer than expected,Neutral,0.4653,72.6,1,178.72,0.0429,Platinum,0.6923,2024-06-24
CUST00538,Southeast,Premium,1-Year,Manual-Online,Business Line,In-Store,Network Outage,58,80.97,4673.99,44.87,15,True,26,2,Poor network reliability,Negative,0.0567,100,1,80.59,0.2542,Gold,0.5705,2024-10-01
CUST00539,Southeast,Premium,Month-to-Month,In-Store,Tablet,Phone,No Issue,51,181.21,8202.66,18.08,13,True,16,4,Great network coverage,Positive,0.6549,72.8,0,160.84,0.25,Gold,0.753,2022-01-25
CUST00540,Southwest,Basic,1-Year,Mail,Smartphone,Chat,No Issue,2,197.95,387.55,6.21,7,True,-32,2,Will consider switching providers,Negative,0.004,100,1,193.78,2.3333,Bronze,0.469,2022-01-20
CUST00541,Northeast,Premium,2-Year,Auto-Pay,Tablet,Phone,Device Problem,73,226.32,16737.67,37.58,15,True,-38,1,Billing overcharge not fixed,Negative,0.1882,100,1,229.28,0.2027,Platinum,0.3585,2022-09-10
CUST00542,Northeast,Basic,Month-to-Month,In-Store,Smartphone,App,No Issue,54,61.19,3411.43,3.86,13,False,-63,3,Expected better response time,Neutral,0.5765,100,1,63.17,0.2364,Gold,0.4648,2024-02-27
CUST00543,Northeast,Enterprise,Month-to-Month,Auto-Pay,Tablet,Chat,Speed Issue,46,46.77,1972.3,43.9,2,True,54,2,No accountability at all,Negative,0.1005,100,1,42.88,0.0426,Gold,0.6195,2023-01-07
CUST00544,West,Standard,2-Year,In-Store,Business Line,Email,Speed Issue,14,89.63,1191.89,44.92,8,True,-100,2,Poor network reliability,Negative,0.0961,100,1,85.14,0.5333,Silver,0.35,2024-03-10
CUST00545,West,Enterprise,Month-to-Month,Auto-Pay,Business Line,In-Store,Contract Issue,36,61.82,2035.48,16.18,12,True,-19,4,Agent went above and beyond,Positive,0.8407,77.8,1,56.54,0.3243,Gold,0.6918,2023-11-14
CUST00546,Southeast,Standard,1-Year,Mail,Business Line,In-Store,Plan Change,69,138.36,9138.64,28.38,2,False,34,5,Problem resolved quickly,Positive,0.8812,17.2,0,132.44,0.0286,Platinum,0.8345,2023-04-27
CUST00547,Midwest,Basic,Month-to-Month,Auto-Pay,Hotspot,App,Device Problem,18,232.59,3608.51,42.57,4,True,17,2,No accountability at all,Negative,0.2915,100,1,200.47,0.2105,Silver,0.5547,2024-05-12
CUST00548,Southeast,Standard,Month-to-Month,Auto-Pay,Tablet,Chat,Contract Issue,19,113.03,1836.75,115.82,11,True,79,1,Issue still not resolved,Negative,0.143,100,1,96.67,0.55,Silver,0.5633,2022-11-20
CUST00549,Northeast,Standard,1-Year,Manual-Online,Smartphone,Phone,Billing Dispute,2,155.21,314.38,18.82,5,False,90,2,Billing overcharge not fixed,Negative,0.1411,100,1,157.19,1.6667,Bronze,0.6325,2023-11-22
CUST00550,West,Basic,1-Year,Auto-Pay,Tablet,Chat,Contract Issue,5,162.91,720.65,20.08,12,False,74,4,Great network coverage,Positive,0.8846,59.2,0,144.13,2.0,Bronze,0.8045,2023-06-13
CUST00551,Southwest,Premium,2-Year,Manual-Online,Home Internet,Phone,Speed Issue,12,144.72,1815.81,15.89,6,False,58,1,Poor network reliability,Negative,0.2468,100,1,151.32,0.4615,Silver,0.4765,2022-06-08
CUST00552,West,Enterprise,1-Year,Mail,Home Internet,Phone,Billing Dispute,48,172.25,7349.81,13.9,2,True,54,3,Decent support,Neutral,0.3488,73.2,0,153.12,0.0408,Gold,0.7195,2022-08-07
CUST00553,Northeast,Standard,2-Year,Auto-Pay,Hotspot,Phone,Plan Change,26,170.44,3795.41,33.03,1,False,-89,1,Billing overcharge not fixed,Negative,0.0025,100,1,145.98,0.037,Silver,0.2193,2024-01-01
CUST00554,Midwest,Enterprise,2-Year,Manual-Online,Hotspot,In-Store,Contract Issue,46,244.24,11128.66,12.59,13,True,28,2,Worst customer service experience,Negative,0.1431,100,1,241.93,0.2766,Gold,0.574,2022-03-18
CUST00555,Midwest,Standard,Month-to-Month,Mail,Smartphone,Chat,Contract Issue,30,224.56,6814.24,78.85,5,True,14,2,Terrible wait times,Negative,0.187,100,1,227.14,0.1613,Silver,0.5495,2024-06-01
